SR807,白砂糖807,CZCE,20180713,
CF709,棉花709,CZCE,20170914,
TA709,化纤709,CZCE,20170914,
SR811,白砂糖811,CZCE,20181114,
CF805,棉花805,CZCE,20180515,
SR805,白砂糖805,CZCE,20180515,
TA805,化纤805,CZCE,20180515,
TA712,化纤712,CZCE,20171214,
CF711,棉花711,CZCE,20171114,
TA711,化纤711,CZCE,20171114,
TA710,化纤710,CZCE,20171020,
TA804,化纤804,CZCE,20180413,
CF801,棉花801,CZCE,20180115,
TA801,化纤801,CZCE,20180115,
SR803,白砂糖803,CZCE,20180314,
bu1803,沥青1803,SHFE,20180315,
SR711,白砂糖711,CZCE,20171114,
bu1712,沥青1712,SHFE,20171215,
a1711,黄大豆1号1711,DCE,20171114,
jd1804,鲜鸡蛋1804,DCE,20180425,
fu1807,燃料油1807,SHFE,20180629,
sc1807,原油1807,INE,20180629,
ag1802,白银1802,SHFE,20180215,
al1802,铝1802,SHFE,20180215,
cu1802,铜1802,SHFE,20180215,
hc1802,热轧板1802,SHFE,20180215,
ni1802,镍1802,SHFE,20180215,
pb1802,铅1802,SHFE,20180215,
rb1802,螺纹钢1802,SHFE,20180215,
sn1802,锡1802,SHFE,20180215,
wr1802,线材1802,SHFE,20180215,
zn1802,锌1802,SHFE,20180215,
fu1806,燃料油1806,SHFE,20180531,
ZC804,动力煤ZC804,CZCE,20180406,
ZC802,动力煤ZC802,CZCE,20180207,
T1803,10年国债1803,CFFEX,20180309,
TF1803,5年国债1803,CFFEX,20180309,
cu1805,铜1805,SHFE,20180515,
hc1805,热轧板1805,SHFE,20180515,
ni1805,镍1805,SHFE,20180515,
pb1805,铅1805,SHFE,20180515,
rb1805,螺纹钢1805,SHFE,20180515,
ru1805,天然橡胶1805,SHFE,20180515,
sn1805,锡1805,SHFE,20180515,
wr1805,线材1805,SHFE,20180515,
zn1805,锌1805,SHFE,20180515,
ZC805,动力煤ZC805,CZCE,20180508,
jd1807,鲜鸡蛋1807,DCE,20180726,
TA802,化纤802,CZCE,20180214,
FG802,玻璃802,CZCE,20180214,
MA802,甲醇MA802,CZCE,20180214,
SF802,硅铁802,CZCE,20180214,
SM802,锰硅802,CZCE,20180214,
bb1802,胶合板1802,DCE,20180214,
fb1802,纤维板1802,DCE,20180214,
i1802,铁矿石1802,DCE,20180214,
j1802,焦炭1802,DCE,20180214,
jd1802,鲜鸡蛋1802,DCE,20180223,
jm1802,焦煤1802,DCE,20180214,
l1802,聚乙烯1802,DCE,20180214,
p1802,棕榈油1802,DCE,20180214,
pp1802,聚丙烯1802,DCE,20180214,
v1802,聚氯乙烯1802,DCE,20180214,
fu1803,燃料油1803,SHFE,20180228,
sc2006,原油2006,INE,20200529,
ag1808,白银1808,SHFE,20180815,
al1808,铝1808,SHFE,20180815,
au1711,黄金1711,SHFE,20171115,
bu1802,沥青1802,SHFE,20180215,
cu1808,铜1808,SHFE,20180815,
hc1808,热轧板1808,SHFE,20180815,
ni1808,镍1808,SHFE,20180815,
pb1808,铅1808,SHFE,20180815,
rb1808,螺纹钢1808,SHFE,20180815,
ru1808,天然橡胶1808,SHFE,20180815,
sn1808,锡1808,SHFE,20180815,
wr1808,线材1808,SHFE,20180815,
zn1808,锌1808,SHFE,20180815,
ag1804,白银1804,SHFE,20180416,
al1804,铝1804,SHFE,20180416,
bu1710,沥青1710,SHFE,20171016,
cu1804,铜1804,SHFE,20180416,
hc1804,热轧板1804,SHFE,20180416,
ni1804,镍1804,SHFE,20180416,
pb1804,铅1804,SHFE,20180416,
rb1804,螺纹钢1804,SHFE,20180416,
ru1804,天然橡胶1804,SHFE,20180416,
sn1804,锡1804,SHFE,20180416,
wr1804,线材1804,SHFE,20180416,
zn1804,锌1804,SHFE,20180416,
IC1803,中证500股指1803,CFFEX,20180316,
IF1803,沪深300股指1803,CFFEX,20180316,
IH1803,上证50股指1803,CFFEX,20180316,
ZC806,动力煤ZC806,CZCE,20180607,
sc1808,原油1808,INE,20180731,
ZC808,动力煤ZC808,CZCE,20180807,
jd1708,鲜鸡蛋1708,DCE,20170828,
ag1806,白银1806,SHFE,20180615,
al1806,铝1806,SHFE,20180615,
au1709,黄金1709,SHFE,20170915,
bu1906,沥青1906,SHFE,20190617,
cu1806,铜1806,SHFE,20180615,
hc1806,热轧板1806,SHFE,20180615,
ni1806,镍1806,SHFE,20180615,
pb1806,铅1806,SHFE,20180615,
rb1806,螺纹钢1806,SHFE,20180615,
ru1806,天然橡胶1806,SHFE,20180615,
sn1806,锡1806,SHFE,20180615,
wr1806,线材1806,SHFE,20180615,
zn1806,锌1806,SHFE,20180615,
ag1803,白银1803,SHFE,20180315,
al1803,铝1803,SHFE,20180315,
au1804,黄金1804,SHFE,20180416,
bu1903,沥青1903,SHFE,20190315,
cu1803,铜1803,SHFE,20180315,
hc1803,热轧板1803,SHFE,20180315,
ni1803,镍1803,SHFE,20180315,
pb1803,铅1803,SHFE,20180315,
rb1803,螺纹钢1803,SHFE,20180315,
ru1803,天然橡胶1803,SHFE,20180315,
sn1803,锡1803,SHFE,20180315,
wr1803,线材1803,SHFE,20180315,
zn1803,锌1803,SHFE,20180315,
IC1712,中证500股指1712,CFFEX,20171215,
IF1712,沪深300股指1712,CFFEX,20171215,
IH1712,上证50股指1712,CFFEX,20171215,
T1709,10年国债1709,CFFEX,20170908,
TF1709,5年国债1709,CFFEX,20170908,
SR801,白砂糖801,CZCE,20180115,
a1801,黄大豆1号1801,DCE,20180115,
ag1710,白银1710,SHFE,20171016,
al1710,铝1710,SHFE,20171016,
cu1710,铜1710,SHFE,20171016,
hc1710,热轧板1710,SHFE,20171016,
ni1710,镍1710,SHFE,20171016,
pb1710,铅1710,SHFE,20171016,
rb1710,螺纹钢1710,SHFE,20171016,
ru1710,天然橡胶1710,SHFE,20171016,
sn1710,锡1710,SHFE,20171016,
wr1710,线材1710,SHFE,20171016,
zn1710,锌1710,SHFE,20171016,
FG712,玻璃712,CZCE,20171214,
MA712,甲醇MA712,CZCE,20171214,
SF712,硅铁712,CZCE,20171214,
SM712,锰硅712,CZCE,20171214,
bb1712,胶合板1712,DCE,20171214,
fb1712,纤维板1712,DCE,20171214,
i1712,铁矿石1712,DCE,20171214,
j1712,焦炭1712,DCE,20171214,
jd1712,鲜鸡蛋1712,DCE,20171226,
jm1712,焦煤1712,DCE,20171214,
l1712,聚乙烯1712,DCE,20171214,
m1712,豆粕1712,DCE,20171214,
p1712,棕榈油1712,DCE,20171214,
pp1712,聚丙烯1712,DCE,20171214,
v1712,聚氯乙烯1712,DCE,20171214,
y1712,豆油1712,DCE,20171214,
ag1712,白银1712,SHFE,20171215,
al1712,铝1712,SHFE,20171215,
bu1812,沥青1812,SHFE,20181217,
cu1712,铜1712,SHFE,20171215,
hc1712,热轧板1712,SHFE,20171215,
ni1712,镍1712,SHFE,20171215,
pb1712,铅1712,SHFE,20171215,
rb1712,螺纹钢1712,SHFE,20171215,
sn1712,锡1712,SHFE,20171215,
wr1712,线材1712,SHFE,20171215,
zn1712,锌1712,SHFE,20171215,
ag1711,白银1711,SHFE,20171115,
al1711,铝1711,SHFE,20171115,
au1712,黄金1712,SHFE,20171215,
cu1711,铜1711,SHFE,20171115,
hc1711,热轧板1711,SHFE,20171115,
ni1711,镍1711,SHFE,20171115,
pb1711,铅1711,SHFE,20171115,
rb1711,螺纹钢1711,SHFE,20171115,
ru1711,天然橡胶1711,SHFE,20171115,
sn1711,锡1711,SHFE,20171115,
wr1711,线材1711,SHFE,20171115,
zn1711,锌1711,SHFE,20171115,
fu1711,燃料油1711,SHFE,20171031,
fu1709,燃料油1709,SHFE,20170831,
a1803,黄大豆1号1803,DCE,20180314,
b1709,黄大豆2号1709,DCE,20170914,
bb1709,胶合板1709,DCE,20170914,
c1709,黄玉米1709,DCE,20170914,
cs1709,玉米淀粉1709,DCE,20170914,
fb1709,纤维板1709,DCE,20170914,
i1709,铁矿石1709,DCE,20170914,
j1709,焦炭1709,DCE,20170914,
jd1709,鲜鸡蛋1709,DCE,20170926,
jm1709,焦煤1709,DCE,20170914,
l1709,聚乙烯1709,DCE,20170914,
m1709,豆粕1709,DCE,20170914,
p1709,棕榈油1709,DCE,20170914,
pp1709,聚丙烯1709,DCE,20170914,
v1709,聚氯乙烯1709,DCE,20170914,
y1709,豆油1709,DCE,20170914,
FG709,玻璃709,CZCE,20170914,
JR709,粳稻709,CZCE,20170914,
LR709,晚籼稻709,CZCE,20170914,
MA709,甲醇MA709,CZCE,20170914,
OI709,菜籽油709,CZCE,20170914,
PM709,普通小麦709,CZCE,20170914,
RI709,早籼稻709,CZCE,20170914,
RM709,菜籽粕709,CZCE,20170914,
RS709,油菜籽709,CZCE,20170914,
bu1709,沥青1709,SHFE,20170915,
ZC801,动力煤ZC801,CZCE,20180108,
IC1709,中证500股指1709,CFFEX,20170915,
IF1709,沪深300股指1709,CFFEX,20170915,
IH1709,上证50股指1709,CFFEX,20170915,
ag1709,白银1709,SHFE,20170915,
al1709,铝1709,SHFE,20170915,
au1710,黄金1710,SHFE,20171016,
bu1809,沥青1809,SHFE,20180917,
cu1709,铜1709,SHFE,20170915,
hc1709,热轧板1709,SHFE,20170915,
ni1709,镍1709,SHFE,20170915,
pb1709,铅1709,SHFE,20170915,
rb1709,螺纹钢1709,SHFE,20170915,
ru1709,天然橡胶1709,SHFE,20170915,
sn1709,锡1709,SHFE,20170915,
wr1709,线材1709,SHFE,20170915,
zn1709,锌1709,SHFE,20170915,
SF709,硅铁709,CZCE,20170914,
SM709,锰硅709,CZCE,20170914,
WH709,强筋麦709,CZCE,20170914,
bb1710,胶合板1710,DCE,20171020,
fb1710,纤维板1710,DCE,20171020,
jd1803,鲜鸡蛋1803,DCE,20180327,
fu1804,燃料油1804,SHFE,20180330,
sc1709,原油1709,INE,20170831,
sc1710,原油1710,INE,20170929,
sc1711,原油1711,INE,20171031,
sc1712,原油1712,INE,20171130,
sc1801,原油1801,INE,20171229,
sc1802,原油1802,INE,20180131,
sc1803,原油1803,INE,20180228,
sc1804,原油1804,INE,20180330,
sc1806,原油1806,INE,20180531,
sc1809,原油1809,INE,20180831,
sc1812,原油1812,INE,20181130,
sc1903,原油1903,INE,20190228,
sc1906,原油1906,INE,20190531,
sc1909,原油1909,INE,20190830,
sc1912,原油1912,INE,20191129,
sc2003,原油2003,INE,20200228,
a1811,黄大豆1号1811,DCE,20181114,
b1805,黄大豆2号1805,DCE,20180515,
bb1805,胶合板1805,DCE,20180515,
c1805,黄玉米1805,DCE,20180515,
cs1805,玉米淀粉1805,DCE,20180515,
fb1805,纤维板1805,DCE,20180515,
ZC803,动力煤ZC803,CZCE,20180307,
T1712,10年国债1712,CFFEX,20171208,
TF1712,5年国债1712,CFFEX,20171208,
CF803,棉花803,CZCE,20180314,
SR809,白砂糖809,CZCE,20180914,
TA803,化纤803,CZCE,20180314,
a1809,黄大豆1号1809,DCE,20180914,
b1803,黄大豆2号1803,DCE,20180314,
bb1803,胶合板1803,DCE,20180314,
c1803,黄玉米1803,DCE,20180314,
cs1803,玉米淀粉1803,DCE,20180314,
fb1803,纤维板1803,DCE,20180314,
i1803,铁矿石1803,DCE,20180314,
j1803,焦炭1803,DCE,20180314,
jm1803,焦煤1803,DCE,20180314,
l1803,聚乙烯1803,DCE,20180314,
m1803,豆粕1803,DCE,20180314,
p1803,棕榈油1803,DCE,20180314,
pp1803,聚丙烯1803,DCE,20180314,
v1803,聚氯乙烯1803,DCE,20180314,
y1803,豆油1803,DCE,20180314,
FG803,玻璃803,CZCE,20180314,
JR803,粳稻803,CZCE,20180314,
LR803,晚籼稻803,CZCE,20180314,
MA803,甲醇MA803,CZCE,20180314,
OI803,菜籽油803,CZCE,20180314,
PM803,普通小麦803,CZCE,20180314,
RI803,早籼稻803,CZCE,20180314,
RM803,菜籽粕803,CZCE,20180314,
i1710,铁矿石1710,DCE,20171020,
j1710,焦炭1710,DCE,20171020,
jd1710,鲜鸡蛋1710,DCE,20171026,
jm1710,焦煤1710,DCE,20171020,
l1710,聚乙烯1710,DCE,20171020,
p1710,棕榈油1710,DCE,20171020,
pp1710,聚丙烯1710,DCE,20171020,
v1710,聚氯乙烯1710,DCE,20171020,
FG710,玻璃710,CZCE,20171020,
MA710,甲醇MA710,CZCE,20171020,
SF710,硅铁710,CZCE,20171020,
SM710,锰硅710,CZCE,20171020,
a1807,黄大豆1号1807,DCE,20180713,
b1801,黄大豆2号1801,DCE,20180115,
bb1801,胶合板1801,DCE,20180115,
c1801,黄玉米1801,DCE,20180115,
cs1801,玉米淀粉1801,DCE,20180115,
fb1801,纤维板1801,DCE,20180115,
i1801,铁矿石1801,DCE,20180115,
j1801,焦炭1801,DCE,20180115,
jd1801,鲜鸡蛋1801,DCE,20180126,
jm1801,焦煤1801,DCE,20180115,
l1801,聚乙烯1801,DCE,20180115,
m1801,豆粕1801,DCE,20180115,
ZC709,动力煤ZC709,CZCE,20170907,
ZC710,动力煤ZC710,CZCE,20171013,
ZC711,动力煤ZC711,CZCE,20171107,
ag1805,白银1805,SHFE,20180515,
al1805,铝1805,SHFE,20180515,
au1806,黄金1806,SHFE,20180615,
bu1711,沥青1711,SHFE,20171115,
jd1805,鲜鸡蛋1805,DCE,20180528,
IC1708,中证500股指1708,CFFEX,20170818,
IF1708,沪深300股指1708,CFFEX,20170818,
i1805,铁矿石1805,DCE,20180515,
j1805,焦炭1805,DCE,20180515,
jm1805,焦煤1805,DCE,20180515,
l1805,聚乙烯1805,DCE,20180515,
m1805,豆粕1805,DCE,20180515,
p1805,棕榈油1805,DCE,20180515,
pp1805,聚丙烯1805,DCE,20180515,
v1805,聚氯乙烯1805,DCE,20180515,
y1805,豆油1805,DCE,20180515,
FG805,玻璃805,CZCE,20180515,
JR805,粳稻805,CZCE,20180515,
LR805,晚籼稻805,CZCE,20180515,
MA805,甲醇MA805,CZCE,20180515,
OI805,菜籽油805,CZCE,20180515,
PM805,普通小麦805,CZCE,20180515,
RI805,早籼稻805,CZCE,20180515,
RM805,菜籽粕805,CZCE,20180515,
SF805,硅铁805,CZCE,20180515,
SM805,锰硅805,CZCE,20180515,
WH805,强筋麦805,CZCE,20180515,
IH1708,上证50股指1708,CFFEX,20170818,
ag1807,白银1807,SHFE,20180716,
SF803,硅铁803,CZCE,20180314,
SM803,锰硅803,CZCE,20180314,
WH803,强筋麦803,CZCE,20180314,
bb1804,胶合板1804,DCE,20180413,
fb1804,纤维板1804,DCE,20180413,
i1804,铁矿石1804,DCE,20180413,
j1804,焦炭1804,DCE,20180413,
jm1804,焦煤1804,DCE,20180413,
l1804,聚乙烯1804,DCE,20180413,
p1804,棕榈油1804,DCE,20180413,
FG804,玻璃804,CZCE,20180413,
pp1804,聚丙烯1804,DCE,20180413,
v1804,聚氯乙烯1804,DCE,20180413,
MA804,甲醇MA804,CZCE,20180413,
SF804,硅铁804,CZCE,20180413,
SM804,锰硅804,CZCE,20180413,
sc1805,原油1805,INE,20180430,
ZC807,动力煤ZC807,CZCE,20180706,
SR901,白砂糖901,CZCE,20190115,
CF807,棉花807,CZCE,20180713,
TA807,化纤807,CZCE,20180713,
FG807,玻璃807,CZCE,20180713,
JR807,粳稻807,CZCE,20180713,
LR807,晚籼稻807,CZCE,20180713,
MA807,甲醇MA807,CZCE,20180713,
OI807,菜籽油807,CZCE,20180713,
PM807,普通小麦807,CZCE,20180713,
RI807,早籼稻807,CZCE,20180713,
RM807,菜籽粕807,CZCE,20180713,
MA711,甲醇MA711,CZCE,20171114,
OI711,菜籽油711,CZCE,20171114,
PM711,普通小麦711,CZCE,20171114,
RI711,早籼稻711,CZCE,20171114,
RM711,菜籽粕711,CZCE,20171114,
RS711,油菜籽711,CZCE,20171114,
SF711,硅铁711,CZCE,20171114,
SM711,锰硅711,CZCE,20171114,
WH711,强筋麦711,CZCE,20171114,
a1805,黄大豆1号1805,DCE,20180515,
b1711,黄大豆2号1711,DCE,20171114,
bb1711,胶合板1711,DCE,20171114,
c1711,黄玉米1711,DCE,20171114,
cs1711,玉米淀粉1711,DCE,20171114,
fb1711,纤维板1711,DCE,20171114,
i1711,铁矿石1711,DCE,20171114,
j1711,焦炭1711,DCE,20171114,
jd1711,鲜鸡蛋1711,DCE,20171127,
jm1711,焦煤1711,DCE,20171114,
l1711,聚乙烯1711,DCE,20171114,
m1711,豆粕1711,DCE,20171114,
p1711,棕榈油1711,DCE,20171114,
pp1711,聚丙烯1711,DCE,20171114,
v1711,聚氯乙烯1711,DCE,20171114,
y1711,豆油1711,DCE,20171114,
FG711,玻璃711,CZCE,20171114,
al1807,铝1807,SHFE,20180716,
au1808,黄金1808,SHFE,20180815,
bu1801,沥青1801,SHFE,20180115,
cu1807,铜1807,SHFE,20180716,
hc1807,热轧板1807,SHFE,20180716,
ni1807,镍1807,SHFE,20180716,
pb1807,铅1807,SHFE,20180716,
rb1807,螺纹钢1807,SHFE,20180716,
ru1807,天然橡胶1807,SHFE,20180716,
sn1807,锡1807,SHFE,20180716,
wr1807,线材1807,SHFE,20180716,
zn1807,锌1807,SHFE,20180716,
jd1806,鲜鸡蛋1806,DCE,20180626,
RS807,油菜籽807,CZCE,20180713,
SF807,硅铁807,CZCE,20180713,
SM807,锰硅807,CZCE,20180713,
WH807,强筋麦807,CZCE,20180713,
a1901,黄大豆1号1901,DCE,20190115,
b1807,黄大豆2号1807,DCE,20180713,
bb1807,胶合板1807,DCE,20180713,
c1807,黄玉米1807,DCE,20180713,
cs1807,玉米淀粉1807,DCE,20180713,
fb1807,纤维板1807,DCE,20180713,
i1807,铁矿石1807,DCE,20180713,
j1807,焦炭1807,DCE,20180713,
jm1807,焦煤1807,DCE,20180713,
l1807,聚乙烯1807,DCE,20180713,
m1807,豆粕1807,DCE,20180713,
p1807,棕榈油1807,DCE,20180713,
pp1807,聚丙烯1807,DCE,20180713,
v1807,聚氯乙烯1807,DCE,20180713,
y1807,豆油1807,DCE,20180713,
TA808,化纤808,CZCE,20180814,
bb1808,胶合板1808,DCE,20180814,
fb1808,纤维板1808,DCE,20180814,
i1808,铁矿石1808,DCE,20180814,
j1808,焦炭1808,DCE,20180814,
jm1808,焦煤1808,DCE,20180814,
l1808,聚乙烯1808,DCE,20180814,
m1808,豆粕1808,DCE,20180814,
p1808,棕榈油1808,DCE,20180814,
fu1710,燃料油1710,SHFE,20170929,
fu1712,燃料油1712,SHFE,20171130,
p1801,棕榈油1801,DCE,20180115,
pp1801,聚丙烯1801,DCE,20180115,
v1801,聚氯乙烯1801,DCE,20180115,
y1801,豆油1801,DCE,20180115,
FG801,玻璃801,CZCE,20180115,
JR801,粳稻801,CZCE,20180115,
LR801,晚籼稻801,CZCE,20180115,
MA801,甲醇MA801,CZCE,20180115,
OI801,菜籽油801,CZCE,20180115,
PM801,普通小麦801,CZCE,20180115,
RI801,早籼稻801,CZCE,20180115,
RM801,菜籽粕801,CZCE,20180115,
SF801,硅铁801,CZCE,20180115,
JR711,粳稻711,CZCE,20171114,
LR711,晚籼稻711,CZCE,20171114,
ZC712,动力煤ZC712,CZCE,20171207,
pp1808,聚丙烯1808,DCE,20180814,
v1808,聚氯乙烯1808,DCE,20180814,
y1808,豆油1808,DCE,20180814,
FG808,玻璃808,CZCE,20180814,
MA808,甲醇MA808,CZCE,20180814,
RM808,菜籽粕808,CZCE,20180814,
RS808,油菜籽808,CZCE,20180814,
SF808,硅铁808,CZCE,20180814,
SM808,锰硅808,CZCE,20180814,
fu1801,燃料油1801,SHFE,20171229,
SM801,锰硅801,CZCE,20180115,
WH801,强筋麦801,CZCE,20180115,
ag1801,白银1801,SHFE,20180115,
al1801,铝1801,SHFE,20180115,
au1802,黄金1802,SHFE,20180215,
cu1801,铜1801,SHFE,20180115,
hc1801,热轧板1801,SHFE,20180115,
ni1801,镍1801,SHFE,20180115,
pb1801,铅1801,SHFE,20180115,
rb1801,螺纹钢1801,SHFE,20180115,
ru1801,天然橡胶1801,SHFE,20180115,
sn1801,锡1801,SHFE,20180115,
wr1801,线材1801,SHFE,20180115,
zn1801,锌1801,SHFE,20180115,
fu1805,燃料油1805,SHFE,20180430,
bu1806,沥青1806,SHFE,20180615,
SR709,白砂糖709,CZCE,20170914,
TA806,化纤806,CZCE,20180614,
FG806,玻璃806,CZCE,20180614,
MA806,甲醇MA806,CZCE,20180614,
SF806,硅铁806,CZCE,20180614,
SM806,锰硅806,CZCE,20180614,
bb1806,胶合板1806,DCE,20180614,
fb1806,纤维板1806,DCE,20180614,
i1806,铁矿石1806,DCE,20180614,
j1806,焦炭1806,DCE,20180614,
jm1806,焦煤1806,DCE,20180614,
l1806,聚乙烯1806,DCE,20180614,
p1806,棕榈油1806,DCE,20180614,
pp1806,聚丙烯1806,DCE,20180614,
v1806,聚氯乙烯1806,DCE,20180614,
fu1808,燃料油1808,SHFE,20180731,
a1709,黄大豆1号1709,DCE,20170914,
scefp,scefp,INE,20371231,
